review,sentiment,cleaned_review
Power to burn!: This is probably one of the best Subwoofers that I have ever owned. It has too much power in my opinion but when looking for a good driven unit who can ever say that more is too much? Performance is awesome and I could blow the walls apart with it it would seem. Would recommend to anyone who is looking for a great companion to a 5.1 system and up (I am using with 7.2)!!,positive,power burn probably one best subwoofer ever own much power opinion look good driven unit ever say much performance awesome could blow wall apart would seem would recommend anyone look great companion system use
"Classic Sherlock Holmes: Ronald Howard does a wonderful Sherlock Holmes and H. Marion Crawford playing Watson. These shows were all produced to last under 30 minutes, yet they do a wonderful job of giving an entertaining performance.Sherlock Holmes: The Complete Series",positive,classic sherlock holmes ronald howard wonderful sherlock holmes marion crawford playing watson show produce last minute yet wonderful job give entertaining performance sherlock holmes complete series
"can't go wrong with Kingston!: great little card. I'm using it in my Nokia 6300 phone. no noticable delay when accessing the card (games, pics, downloads, playback). I am definitely a fan of Kingston products. I also use their memory in my pc.",positive,go wrong kingston great little card use nokia phone no noticable delay access card game pic downloads playback definitely fan kingston product also use memory pc
"Don't buy if you are sensitive to animal cruelty: As I said in the title of my review, don't buy this book if you don't like animal cruelty. I was saddened to read very descriptive accounts of animals being trapped in leg traps and then struggling to get free. They may have been there for days before finally being killed. Sorry, but I just think it is cruel to catch animals in leg traps and snares.",negative,buy sensitive animal cruelty say title review buy book like animal cruelty sadden read descriptive account animal trap leg trap struggle get free may day finally kill sorry think cruel catch animal leg trap snare
Powerful attitude changing steps: Really enjoyed reading this book. Beleive it will help change my life. Becuase attitude is everything. I truely beleive that statement. Must have for the person who wants to be a winner in life. Great for a person who thinks negatively all the time.,positive,powerful attitude change step really enjoy read book beleive help change life becuase attitude everything truely beleive statement must person want winner life great person think negatively time
"DO NOT BUY this product,its a total disappointment!: This product is total waste. I tried to cut onions with it and really had to exert some immense pressure to cut onions! Moreover, after so much pressure, the onions lost most of the juice. I tried to cut tomato with it, it was easy cutting the tomato, but most of the juice came out leaving the tomato mostly with the skin! I returned the product and thanks to Amazon, they returned me full refund.",negative,not buy product total disappointment product total waste try cut onion really exert immense pressure cut onion moreover much pressure onion lose juice try cut tomato easy cut tomato juice come leave tomato mostly skin return product thanks amazon return full refund
Worthless without an index: You would think the company that produced the disk could provide an crossreference between the sound effect and the meaningless name assigned to it on their DVD.,negative,worthless without index would think company produce disk could provide crossreference sound effect meaningless name assign dvd
blue planet: Fantastic. How amazing and what great things are found and continue to be found in this small and unque part of God's creation.,positive,blue planet fantastic amazing great thing find continue find small unque part god creation
"BAD!: This game stinks, flat out. The single player is WAY too short and the story is messed up. This stupid little computer follows you around half the game and if you shoot it you lose. This games is nothing like 007, in that is stinks! Multiplayer is bad too cause everything lags.",negative,bad game stink flat single player way short story mess stupid little computer follow around half game shoot lose game nothing like stink multiplayer bad cause everything lag
"An old, old friend....: Whenever I travel through the hills of SW Wisconsin I keep an eye open for Enoch Wallace's house. Simak has me convinced that it, and its owner, must be real. You cannot read this book without feeling that Enoch is an old, old friend. There is something about this 19th century man's lonely vigil through the centuries that seems right. Only a person so completely human could treat alien visitors with such unstinting hospitality- and humanity. They are just ""folks"", a might peculiar, but still folks. I can also believe that the old timers back in the hills would not give him up to outsiders if he did exist- not if he minded his own business, not if he belonged there.",positive,old old friend whenever travel hill sw wisconsin keep eye open enoch wallace house simak convince owner must real not read book without feel enoch old old friend something th century man lonely vigil century seem right person completely human could treat alien visitor unstinting hospitality humanity folk might peculiar still folk also believe old timer back hill would not give outsider exist not mind business not belong
"emerging Dick Francis: For Dick Francis fans this book will bring back memories of his earlier novels. Great entertainment, nice snuggle down with on a rainy day book",positive,emerge dick francis dick francis fan book bring back memory earlier novels great entertainment nice snuggle rainy day book
"great cd, though on the short side: This cd is one of the best cd I have ever heard, though I like Fumbling Towards Ecstacy more. The lyrics of the songs ""Adia"" and ""Angel"" are very touching. The reason why I gave this cd 4 stars instead of 5, is the unnecessary enhanced cd option, which doesn't contribute much to this cd except for some cheap commercials of those other cd's of Sarah. Pity.",positive,great cd though short side cd one best cd ever heard though like fumble towards ecstacy lyric song adia angel touch reason give cd star instead unnecessary enhance cd option contribute much cd except cheap commercial cd sarah pity
"Bad singing, bad songs, bad everything.: I picked up this CD for $1.95, when i was hunting for random dance music for my collection. let me tell you: it wasn't worth it. this band is an assault on my ears. i'm not someone who is obessessed with interesting or even good music. but this is really the pits. in all likelihood, if you don't know them personally, are sane, and are over 12, you will probably hate VCR with a passion. I can really not see dancing to any of this. the lyrics are absolutely terrible. the synth sounds are cheesy and have badly written parts. the singing isn't even singing, it's just yelling semi-rythmically. and i'm a fan of hip-hop. but this is just bad. i urge you to not buy this CD. just look at the fact that as of now, some people are trying to sell it for a quarter here on amazon.",negative,bad sing bad song bad everything pick cd hunt random dance music collection let tell worth band assault ears not someone obessessed interesting even good music really pit likelihood know personally sane probably hate vcr passion really not see dance lyric absolutely terrible synth sound cheesy badly write part sing even sing yell semi rythmically fan hip hop bad urge not buy cd look fact people try sell quarter amazon
"Had Two and Both Failed: I sooo wanted this to work as I live in the hurricane belt and it just seemed so handy. The first one I got worked well for about 6 months and then it gripped the lid and would not let go. I finally got it to release the lid. The next time I used it ...it WOULD NOT LET THE LID GO --- no matter what I tried, so I ended up running it in the garage until the batteries ran out (as you cannot get into the battery compartmen when it is running). Hoping I just had bad luck .. I got another one .. this one only lasted a month and the same sort of problem... it did not finish the perimeter of the can and just stopped dead -- still attached to the can. No matter what I tried I could not get it to let go. With this model I COULD open the battery compartment .. I pulled the batteries and ended up opening the can manually ... spooning the food into a dish and then throwing the thing away .. still attached to the can --- there was no way it was going to let go of it. Very frustrating.",negative,two fail sooo want work live hurricane belt seem handy first one got work well month grip lid would not let go finally got release lid next time use would not let lid go no matter try end run garage battery run not get battery compartmen run hop bad luck get another one one last month sort problem not finish perimeter stop dead still attach no matter try could not get let go model could open battery compartment pull battery end open manually spoon food dish throw thing away still attach no way go let go frustrate
Save your money.: It happened to me too. The handle broke right off. Odds don't look to good for this product. Wish I'd read these reviews BEFORE I bought mine.,negative,save money happen handle break right odds look good product wish read review buy mine
"This did work.: If you have the model number and it corresponds to the description, this will definitely work for you, so don't hesitate to get it.",positive,work model number correspond description definitely work hesitate get
"I guess you HAD TO BE THERE: I don't see anything new in this film, honestly. It's a little less than what I expected, and it's very cliche. I don't understand why people think because a film is indie, it has lower standards...or that the indie viewer has lower standards.As usual, you can tell that this film is full of amusing one-liners and inside jokes that the cast and crew may be aware of, but as the viewer, don't waste my time. If you ""had to be there"" to understand it, then save it for your home movies! I personally am insulted. This was a hack film.",negative,guess see anything new film honestly little less expect cliche understand people think film indie low standard indie viewer low standard usual tell film full amuse one liner inside joke cast crew may aware viewer waste time understand save home movie personally insulted hack film
"Too stiff: These spatulas are way too stiff for me. They don't bend to the shape of the container you're scraping like I want them to, so lots of the batter (or whatever) stays in the bowl. I much prefer the ones I have from Pampered Chef.",negative,stiff spatula way stiff bend shape container scrap like want lot batter whatever stay bowl much prefer one pamper chef
"Overrated in every way = Disappointed: Quentin Tarantino has an issue with self-indulgence this time around. There are a few scenes that seem like they could've been cut out in the editing room without a problem, or at least shortened. Nothing of any real significance appears to be going on, and whether or not these moments get better in any repeat viewing, they can come off as extremely pointless. The only thing exciting about this movie is when the woman pulled the other woman's eye out.",negative,overrate every way disappointed quentin tarantino issue self indulgence time around scene seem like could cut edit room without problem least shorten nothing real significance appear go whether not moment get well repeat view come extremely pointless thing excite movie woman pull woman eye
"Awesome for All Ages: Don't let the Disney name fool you-this movie is great for all ages. I'm 14 years old and my parents gave me this for Christmas. It's a hilarious movie about a doll named Eve (Tyra Banks) who comes to life and into the life of Casey (Lindsay Lohan), a young tomboy who was hoping to bring her mother back to life. The movie is all about Eve exploring her world and figuring out what the real-world is like. Eve's unawareness of the world around her gets her into more than a few funny predicaments. If you'd like a good laugh at a girly movie, you'll love Life-Size.",positive,awesome age let disney name fool movie great age year old parent give christmas hilarious movie doll name eve tyra bank come life life casey lindsay lohan young tomboy hop bring mother back life movie eve explore world figure real world like eve unawareness world around get funny predicament like good laugh girly movie love life size
"Very well done: W. Stevens is actually the departed person I think most about missing. Just browsing through his book, I learned more about networking and network programming than I have from any other place. Any implemtation, no matter the language or platform, is relatively transparent after reading this book.He gives a great deal of himself in all his books I've read; sharing the little test programs he writes to finally pin down how something is implemented. And he did all the grunt work of communicating with people like Kernighan and Ritchie to elucidate some points that are not found in books.This is a very good teacher of his field, which happens to be perhaps the most explosive field of this time.",positive,well do stevens actually depart person think miss browse book learn networking network program place implemtation no matter language platform relatively transparent read book give great deal book read share little test program write finally pin something implemented grunt work communicate people like kernighan ritchie elucidate point not find book good teacher field happen perhaps explosive field time
"Great old tunes!: Makes me pleased that I sang to my daughter so often as now she can relate to these old folk songs and sing along with my grandson. I think this is the one that has ""She'll be coming round the mountain when she comes..."" and little Zak gets such a kick out of ""Whoa back,"" ""Toot Toot"" etc. Wonderful exposure for a little one!",positive,great old tune make pleased sang daughter often relate old folk song sing along grandson think one come round mountain come little zak get kick whoa back toot toot etc wonderful exposure little one
NOT Compatible with c330.: The website encourages you to purchase this part with your c330. This presents two big problems:1. You don't need it!2. It is not compatible with the c330!Somebody needs to fix this on the website.,negative,not compatible website encourages purchase part present two big problem need not compatible somebody need fix website
"Funny but disappointing ending: I laughed out loud reading this book until the middle part. I too had hoped that her boyfriend was not the ""devil"" but from what I gethered in the ending he was. Truly disappointing ending. I would have given it a five had it not been for the ending. How could such a light read become so heavy in the end.",positive,funny disappoint end laughed loud reading book middle part hop boyfriend not devil gethered end truly disappointing end would give five not end could light read become heavy end
"A dollar a minute? No thanks.: I'm writing this to ensure that other folks don't make the mistake I did. I got all excited that the Christmas special was out - only to realize I one-clicked a 2 minute prequel.Yes, yes - I should have read the description better, but I've been buying Doctor Who episodes from Amazon for awhile and they've trained me to know that prequels, sneak peeks, etc. are free and episodes run around $1.99 to $2.99. It didn't even occur to me that I'd be buying a 2 minute prequel that is available legally elsewhere online for free and get charged $2 for it.",negative,dollar minute no thanks write ensure folk make mistake get excited christmas special realize one clicked minute prequel yes yes read description well buying doctor episodes amazon awhile train know prequels sneak peek etc free episode run around even occur buy minute prequel available legally elsewhere online free get charge
"DO NOT BUY THIS: I bought this scale before I thought about checking on line reviews, BIG MISTAKE. I paid a lot of money for it thinking it would be great to measure my weight loss. After all it is Weight Watchers brand. IT NEVER WEIGHS THE SAME TWICE. What I mean by this is that I can get on it, step off, and get back on and not get the same reading. And we are talking about pounds different. I tried three times this morning and each time I got a different reading. Again, that is stepping off and on, so I didn't move the scale or do anything different. This product SUCKS.",negative,not buy buy scale thought check line review big mistake pay lot money think would great measure weight loss weight watcher brand never weigh twice mean get step get back not get read talk pound different try three time morning time get different reading step move scale anything different product suck
"PASS THE PROZAC!: Why are books about life in the Southern USA almost always so depressing? Are they still in a funk about losing the war? They need to get over it!Reading this book is like wading through a vat of taffy--slow, and laborious, with no point. If I want to be depressed reading about the south, I'll read Faulkner's LIGHT IN AUGUST. At least it's a classic.",negative,pas prozac book life southern usa almost always depress still funk lose war need get reading book like wad vat taffy slow laborious no point want depress reading south read faulkner light august least classic
"It was good but it could have been a little better.: The ending was a little predictable and a bit too quick in time changes. I would give it a thumbs up on the strong characters, primarily Holly, David and Howard. I loved the strong accuracy in terms of the White House. It's good, worth staying up nights.",positive,good could little good end little predictable bit quick time change would give thumb strong character primarily holly david howard love strong accuracy term white house good worth stay night
"A pinnacle: This is beautiful elegant mathematics. I have read much of this beautiful book and Stein and Weiss's companion book on Singular Integrals. If you want to know harmonic analysis, own these and spend many hours with them.",positive,pinnacle beautiful elegant mathematics read much beautiful book stein weiss companion book singular integral want know harmonic analysis spend many hour
"I am the only dummy out there: I bought this product based on the reviews. I have a 60"" Sony HDTV LCD with an HDMI connection and a brand new Sony upscaling DVD player. I thought I just needed to plug it in on both ends, and it would work.It didn't. Nothing works, no video, no audio. Not sure what you can do wrong with one cable and one way to plug it in on each item.",negative,dummy buy product base review sony hdtv lcd hdmi connection brand new sony upscaling dvd player think need plug end would work nothing work no video no audio not sure wrong one cable one way plug item
"Twenty-year-old information lacks relevance: This book was an assigned reading for a Women's Studies class in which I am enrolled. While I found some of the thoughts presented to be insightful, I was upset with the inclusion of old information. Most of the studies cited were from the 1980's, with some being over twenty years old. I do believe there is still a major problem in this country with oppression (gender and racial). However, I feel that great strides have been made in the last two decades, and to present old, outdated information only serves to reopen old wounds.The copyright on this book is 2004. I am truly disappointed that the supporting data used gives a distorted view of the presentation.",negative,twenty year old information lack relevance book assign reading woman study class enrol find thought present insightful upset inclusion old information study cite twenty year old believe still major problem country oppression gender racial however feel great stride make last two decade present old outdated information serve reopen old wound copyright book truly disappointed support data use give distorted view presentation
A bit of Sunshine in a Box: I had an Auntie Mame in my life and before she died recently I gave her a copy of this movie and we watched it together and laughed and reminisced together and just enjoyed the movie and each other's company. Then she was gone. I'll always treasure that day and the memories I made with my Auntie Mame. Don't pass up an opportunity to enjoy true entertainment - and have a few tissues handy too!,positive,bit sunshine box auntie mame life die recently give copy movie watch together laugh reminisce together enjoy movie company go always treasure day memory make auntie mame pas opportunity enjoy true entertainment tissue handy
"Hope springs eternal: I would truly, truly like to review this book, in either a negative vein, or glowing positively - thrilled with it's boundless content. Unfortunately, I haven't actually received the book in question, so there's really not a lot to say. In my heart I keep hoping that it will be delivered one day, any day, sooner rather than later would be nice. And, after the headlong rush of reading and absorbing the copious content (it's a big book after all I've been told), I hold addional hope that I will still have sufficient drive to get that real review out the door and on to the pages of Amazon where it belongs. Maybe next month - see you then!",negative,hope spring eternal would truly truly like review book either negative vein glow positively thrill boundless content unfortunately actually receive book question really not lot say heart keep hoping delivered one day day sooner rather later would nice headlong rush read absorb copious content big book tell hold addional hope still sufficient drive get real review door page amazon belongs maybe next month see
"Great price and easy to use: I love this radar detector...it was a GREAT price, super easy to use, and very effective!! I didnt buy the mount, i just placed non-skid material, on my dash, and it works great!! It keeps me alert and aware when im on the road!!",positive,great price easy use love radar detector great price super easy use effective didnt buy mount place non skid material dash work great keep alert aware im road
"Big Deal: Beloved gets my nomination for the most overpraised work of literature in recent years. P.C. or not, I question whether the work would have received a fraction of the accolades had it not been written by an otherwise very talented African-American woman, but admit it: Beloved is ponderous and rather dull. One can sympathize intensely with the suffering of the type of people portrayed without agreeing that the book is particularly entertaining. A must-read only for those who feel they ""must.""",negative,big deal beloved get nomination overpraise work literature recent year not question whether work would receive fraction accolade not write otherwise talented african american woman admit beloved ponderous rather dull one sympathize intensely suffer type people portray without agree book particularly entertaining must read feel must
"A ""must"" for COLLECTORS only!: I'm not one to put down the Green God, per se, but this is basically for collectionist freaks like myself. Peter was pretty out of it during these sessions, but the bonus tracks are the bomb. Check out the electric take on the Apostle instrumental he wrote to for his Grandmother. It really is nice to finally get about 95% of his solo post-Mac stuff available and digitally remastered with great liner notes from Jet Celmins(Green's authorized biographer). Give it a shot ONLY if you want to complete your Greenie collection! Hope this helps any of you PG fans!!!",positive,must collector not one put green god per se basically collectionist freak like peter pretty session bonus track bomb check electric take apostle instrumental write grandmother really nice finally get solo post mac stuff available digitally remastered great liner note jet celmins green authorize biographer give shot want complete greenie collection hope help pg fan
"Traumatized 15 years later: I read this book when I was 12, and it's left a lasting impression all these years- I'm almost 30 now. That's not a compliment. As an adult, I realize that life is full of unexplained, meaningless tragedy, but the way this book wallows in it is prurient and grotesque. A hardened adult would be stupified by the ending where a child dies alone of starvation and thirst. But to aim this at children? It is cruel beyond all understanding. Not because I think children and teens can't accept death- Bridge to Terabethia was one of the most beautiful books I ever read. But this was like the Saw movies for the middle school set- long, drawn out psychological torture for no reason, with no purpose or redeeming value. Those reviews about the ""clarity of mind"" she experiences are bulls**t. Wouldn't recommend to my worst enemy. Would love to ask the author, WTF?",negative,traumatize year later read book leave lasting impression year almost not compliment adult realize life full unexplained meaningless tragedy way book wallow prurient grotesque harden adult would stupified end child dy alone starvation thirst aim child cruel beyond understand not think child teens accept death bridge terabethia one beautiful book ever read like saw movie middle school set long drawn psychological torture no reason no purpose redeem value review clarity mind experience bull recommend bad enemy would love ask author wtf
"I am glad others finally share my long held view: I have seen these shag sacks many times and in many clubs in London, they are the most pathetic effort of a band I have ever witnessed, only really liked by people who have no time to listen to music, and get there judgement in musical taste from the NME.",negative,glad others finally share long hold view see shag sack many time many club london pathetic effort band ever witness really liked people no time listen music get judgement musical taste nme
"This Product is Well Worth the Money!: This product is well worth the money. I love it! Bought it 6 months ago and has worked perfectly. The programming took me a few minutes to get the hang of it, but as long as you read the directions, the set-up can be done in just a few minutes. Once programmed, it does it's thing. Feeds my cat 3 times a day and he no longer wakes me up at 5 am for his breakfast. Been working on the same batteries for 6 months now, and still haven't had to change them. I am very pleased with this feeder and would recommend it to anyone!!!",positive,product well worth money product well worth money love buy month ago work perfectly program take minute get hang long read direction set do minute program thing feed cat time day no longer wake breakfast work battery month still change pleased feeder would recommend anyone
"Not all change is good: I wasted $34 bucks ordering this PPV, and let me tell you that bringing in Hogan was the BIGGEST mistake TNA Wrestling can make. They brought in Hogan thinking that he is the answer, when he's not. He's on of the guys that Killed WCW, and once he came in along came all the wcw guys who killed wcw..I am big WWE fan, but I liked TNA because some of their stuff WAS better then WWE.. So I watched this PPV wondering how much change hogan was bringing... let me just say.. 5 minutes in.. I didn't know if I was watching TNA or WCW...this dvd is not worth anything. its bad.",negative,not change good wasted buck order ppv let tell bring hogan big mistake tna wrestle make brought hogan think answer not guy kill wcw come along come wcw guy kill wcw big wwe fan like tna stuff well wwe watch ppv wonder much change hogan bring let say minute know watch tna wcw dvd not worth anything bad
Joke Book: The book is a joke. The levitation ellusion is ridiculous and may work if you are on a stage with lots of props to draw their attention away from what you are doing.,negative,joke book book joke levitation ellusion ridiculous may work stage lot prop draw attention away
"Was good until it got religious: I was enjoying this book as an easy, fun read even though it was not totally capturing my attention, until a third of the way through it suddenly got religious. The characters all started talking about their faith in God, etc. It was literally every other sentence. I had no idea this was a ""Christian"" novel or I wouldn't have started reading it. Good thing I got it for free. I am surprised that the author waited until almost the middle to start preaching. I really didn't see that coming. Definitely not going to finish it and deleted it from my device. Unless you are into reading a novel that kind of tricks you into reading it only to then try to preach to you, don't bother.",negative,good get religious enjoy book easy fun read even though not totally capture attention third way suddenly get religious character start talk faith god etc literally every sentence no idea christian novel start read good thing get free surprised author wait almost middle start preach really see come definitely not go finish delete device unless read novel kind trick read try preach bother
Incomplete Shipment: The diapers were fine except my order was for 124 diapers and I only received 112. I also didn't have any way of contacting the shipper to let them know that my order was incomplete.,negative,incomplete shipment diaper fine except order diaper receive also way contact shipper let know order incomplete
"Extremely disappointing: The fact of the matter is that the quality of this recording is poor, and the instrument(s) were not tuned properly on all keys, and there were mis-notes, and there were off-tempo stanzas in the passages. Extremely disappointing. Not a CD one would wish to keep. Hard to understand from DG.",negative,extremely disappointing fact matter quality record poor instrument not tune properly key mis note tempo stanza passage extremely disappoint not cd one would wish keep hard understand dg
"Universal Remote Control: The Philips PM4S 4 device Universal Remote Control is a nice looking remote. It is easy to program with one drawback. The list of devices is somewhat extensive. It is easy to connect with different devices once they are programed.The one disadvantage that I have found is that some television sets are not in the programing instructions, and the auto program feature does not work well with the unlisted set I had. I was not able to program that tv into the remote control. I would have to think twice before recommending tis item to others.",negative,universal remote control philip pm device universal remote control nice look remote easy program one drawback list device somewhat extensive easy connect different device program one disadvantage find television set not program instruction auto program feature not work well unlisted set not able program tv remote control would think twice recommend tis item others
"Very disappointed: After reading all the reviews I purchased this for my boyfriend for his birthday because he's been wanting a pair of wireless headphones for months. I received two headsets and returned both because of extremely poor reception. Laying in bed, 5 feet from the receiver, the headphone volume would inexplicably drop after about 5 minutes of listening. Sometimes turning the TV on and off would fix it. We thought the first set might be defective but then the second set did the exact same thing. Too bad... I'll be looking for another set.",negative,disappointed reading review purchase boyfriend birthday want pair wireless headphone month receive two headset return extremely poor reception lay bed foot receiver headphone volume would inexplicably drop minute listen sometimes turn tv would fix think first set might defective second set exact thing bad look another set
"The album's title says it all: You can tell they were tired from the craziness of the mania just by looking at their forlorn faces on the cover.Despite the beyond hellish touring they were doing in 1963 and 1964, along with all the appearances on TV shows and the countless photo shoots and radio interviews they were obliged to do, Lennon-McCartney managed to squeeze in more classic compositions on this album: ""No Reply,"" ""I'm A Loser,"" and ""Baby's In Black,"" for example, brought home the point that they were in burnout mode. The number of covers they included on this (7, counting the medley of ""Kansas City"" and ""Hey, Hey, Hey, Hey"" as two songs) was the most they had of any other album.Again, I tend to shy away from their earlier work (I like things from Rubber Soul onwards, except the ""White Album"") but I enjoy Beatles for Sale because of the depth of the Lennon-McCartney tunes.",positive,album title say tell tired craziness mania look forlorn face cover despite beyond hellish tour along appearance tv show countless photo shoot radio interview oblige lennon mccartney manage squeeze classic composition album no reply loser baby black example bring home point burnout mode number cover include count medley kansa city hey hey hey hey two song album tend shy away early work like thing rubber soul onwards except white album enjoy beatles sale depth lennon mccartney tune
"A weak debut: Olivia (or Oliver as she is known to her Greenwich Village friends) Brown is the kind of historical female sleuth that readers of this genre would love to love. Unfortunately, beyond telling us that this is 1920 Greenwich Village and the Prohibition puts a cramp in the artistic lifestyle, author Annette Meyers does little to evoke a true sense of place. The dialogue reads as very 1990s and I was surprised to read that a character attended a lecture by the famous woman rights advocate Elizabeth Cady Stanton, who died in 1902.The plot is also weak, centering on a case of obsession. I thought that the perpetrator was very obvious and that a young woman who had already been involved in some detective work would have pulled everything together much quicker.I may take a look at Meyers's planned sequel, but it will have to be a whole lot better for me to read the whole thing.",negative,weak debut olivia oliver know greenwich village friend brown kind historical female sleuth reader genre would love love unfortunately beyond tell u greenwich village prohibition put cramp artistic lifestyle author annette meyers little evoke true sense place dialogue read surprise read character attend lecture famous woman right advocate elizabeth cady stanton die plot also weak center case obsession think perpetrator obvious young woman already involved detective work would pull everything together much quicker may take look meyers plan sequel whole lot well read whole thing
"Should have closed out of town: This is one of those movies that apparently nobody has a neutral opinion on. It's either a cinematic masterpiece or a turkey. I gravitate toward the second opinion.The story, as such, concerns a couple who arrive in New York and have everything possible go wrong. It could have been funny, but Jack Lemmon- who I usually like- misses totally. Instead of being a sympathetic character, his constant bitching and whining about every misfortune becomes irritating, and eventually you don't care if anything happens to him. You almost want someone to finish him off and end the movie.Sandy Dennis, who I always considered to be an adequate- not great- actress, actually hits the marks better, and her character is much more likeable.Beware. Rent this one before you buy it.",negative,close town one movie apparently nobody neutral opinion either cinematic masterpiece turkey gravitate toward second opinion story concern couple arrive new york everything possible go wrong could funny jack lemmon usually like miss totally instead sympathetic character constant bitching whine every misfortune become irritate eventually care anything happen almost want someone finish end movie sandy dennis always consider adequate not great actress actually hit mark well character much likeable beware rent one buy
"A blend of beauty and magic!: This CD is magical, the lyrics are deep. I've been a Lauryn Hill fan from the way back days of the Fugees and she's simply AWESOME. It's no surprise she nabbed 5 Grammys from this album, her first solo. This represents what good music should be, just buy it and listen to it's magic!!! To say the truth, this album deserves 10 stars!!! Lauryn, I thank God for your life and inspiration, keep up the good work!!!",positive,blend beauty magic cd magical lyric deep lauryn hill fan way back day fugees simply awesome no surprise nab grammys album first solo represent good music buy listen magic say truth album deserve star lauryn thank god life inspiration keep good work
"Do not Buy: This device is poorly designed, as soon as you crank up the power of the blower to a sufficient level to actually suck up debris either the hose will fly out of the canvas cover or the cover will fly off the collector. Shooting chopped leaves all over the place. My kids thought it was great! Do not buy unless you are willing to play around with it an dget frustrated. By the time you figure it out with clamps, wire ties, and duct tape you could have just used the bag that comes with the blower and been finished.",negative,not buy device poorly design soon crank power blower sufficient level actually suck debris either hose fly canvas cover cover fly collector shoot chop leaf place kid think great not buy unless willing play around dget frustrated time figure clamp wire tie duct tape could use bag come blower finish
"Not the set pictured! - July, 2011: Be aware that though the set is an excellent value at $19.99 it does NOT come with the elaborate box case pictured. It is in a simple flimsy box sleeve.A great deal for seven awesome films with outstanding extras on the discs, but if you want the elaborate box pictured do NOT purchase this from Amazon.",negative,not set picture july aware though set excellent value not come elaborate box case picture simple flimsy box sleeve great deal seven awesome film outstanding extra discs want elaborate box picture not purchase amazon
"Great at first, but doesn't last: I purchased this set for use on the bike I use for commuting to work every day. At first, I was very impressed by how bright the light was, and very happy with the product.However, after a few months (a couple hundred miles worth of riding on Chicago streets), the lights (first the front, then the rear) would start to go out after I hit a bump in the road. Turning them off and on or jiggling the light a little would turn them back on, but after a little while they'd go off again. Eventually they just didn't work anymore. I tried replacing the batteries to no avail, so I think something just came loose in the light. Unfortunately there is no easy way to open up the light to make a repair.So I've decided that, while these lights probably work fine in nicer conditions, they're just not tough enough for a commuter bike.",negative,great first last purchase set use bike use commute work every day first impressed bright light happy product however month couple hundred mile worth rid chicago street light first front rear would start go hit bump road turn jiggle light little would turn back little go eventually work anymore try replace battery no avail think something come loose light unfortunately no easy way open light make repair decide light probably work fine nicer condition not tough enough commuter bike
"Get the Cool Shoe-Shine!: The GORILLAZ newest single, 19/2000, hit stores this summer. While listening to it, I was amazed at its contents - each track was completely different from the other, providing variety on even a small CD single. It has a little something for everyone, whether you like rock, soul, dance, hip-hop, or pop. I think that this little album is a true work of art that is rarely found in today's pop music.",positive,get cool shoe shine gorillaz new single hit store summer listen amazed content track completely different provide variety even small cd single little something everyone whether like rock soul dance hip hop pop think little album true work art rarely find today pop music
divorce care: Excellent book. My church uses this in a divorce care class. Recommend to anyone recovering from the process of divorce.,positive,divorce care excellent book church use divorce care class recommend anyone recover process divorce
"Perfect Performance 2 for 2: This is my second tender of the same model. The first is about 7 years old and still going strong. When I purchased a motorcycle last year, I purchased a second so the bike didn't have to share with the mower.No surprises here. A ten minute set up and the charger was up and running. the clamps work great for the mower, and the terminal connections are used on the bike. The first mower battery has lasted 6 years and was just replaced. Previously we replaced the batteries in the mower every other year. This model has a minimum set of features and we thought was a great value.",positive,perfect performance second tender model first year old still go strong purchase motorcycle last year purchase second bike share mower no surprise ten minute set charger run clamps work great mower terminal connection use bike first mower battery last year replace previously replace battery mower every year model minimum set feature think great value
Great Bedtime Story: I recommend this book as a bedtime story for young children. It is particularly fun if you act out the actions of the characters. I often give this as a baby shower gift.,positive,great bedtime story recommend book bedtime story young child particularly fun act action character often give baby shower gift
"Bait and switch!: This book had me at ""hello""! Unfortunately, it couldn't live up to its strong start. I read the whole thing to see how it ended... but I enjoyed so little about this book, that I'm really surprised by all the hooplah it's received. It was boring, had many hard-to-believe plot twists, and I just couldn't get into (or even like!) any of the characters. There was nothing satisfying about this book on any level. Yawn.",negative,bait switch book hello unfortunately live strong start read whole thing see end enjoy little book really surprised hooplah receive boring many hard believe plot twist get even like character nothing satisfy book level yawn
"A Good Time Waster (But Not In A Bad Way): I've noticed that this game really is a lot of fun and is something short and sweet to play when you have nothing else to do. At this low price, it's the best entertainment you could have. The graphics are fantastic, but the acting as always, is terrible. If you ever wanted to have the arcade brought home, this is it.The coolest part is that you can unlock House of the Dead II after you beat #3. Both are very fun. Two games for $20 is a great buy, $10 a game. Get it!",positive,good time waster not bad way noticed game really lot fun something short sweet play nothing else low price best entertainment could graphics fantastic acting always terrible ever want arcade bring home cool part unlock house dead ii beat fun two game great buy game get
"Turkey is the right word for this book: I have read all of Ms. Braun's books and this is by far the most boring. She has all the qualities and characters of Pickax, but the murder mystery seems an after thought~ stuck in there after the book was written. She seems much more concerned about telling about the history of the ""Great Storm of 1912"" than interesting her mystery readers. It's about time Quill and Polly got a life, else her readers will.",negative,turkey right word book read m braun book far bore quality character pickax murder mystery seem think stuck book write seem much concern tell history great storm interesting mystery reader time quill polly get life else reader
